Nombre Completo,Pago
Carlos,Baz,7414.679999999999
Ernesto,García,3177.5
Rodolfo,López,10.649999999999999
Rafael,Ortíz,2518.0
Ulises,Virgen,2203.65
Javier,Ornelas,88.54
Alfonso,Suarez,1510.5
Pedro,Limón,2294.82
Stephany,Ochoa,1671.0
Kim,López,1658.1999999999998
Francisco,Paredes,3175.92
Juan,Quintero,2383.41
Roxana,Covarrubias,497.88000000000005
Daniel,Castellanos,468.8
Elton,Padilla,1483.02
Marc,Sánchez,1611.16
Daniel,Martínez,1207.51
Alma,Ruíz,7344.400000000001
Erika,Acosta,2151.0
Ana,Rendón,253.44
Marco,García,3185.0099999999998
Angélica,Carrillo,1887.0299999999997
Juan,Chávez,856.14
David,Loera,4763.3
Francisco,Barrera,1569.0
Martha,Casab,3432.52
Lizbeth,Tenorio,708.75
Roberto,Torné,1112.15
Frida,Montfort,3144.12
Margarita,Acosta,2298.7200000000003
Hugo,Pérez,2110.48
Estefanía,González,3837.32
Victor,Pérez,1532.25
Enrique,Virgen,696.0600000000001
Miriam,Valenzuela,2571.8599999999997
Jorge,Ramon,5374.35
Carlos,González,663.75
Melissa,Guzmán,764.0
Alexander,Ponce,620.32
Eduardo,González,2809.56
María,Díaz,2420.9100000000003
Aura,Acoltzi,1494.8999999999999
Rafael,Guerrero,231.60999999999999
Federico,Loza,3085.6
Enrique,Fernández,4017.6000000000004
Diego,García,1992.1899999999998
Alejandro,Medina,613.35
Carlos,Madrigal,2247.42
Rodrigo,Juarez,6206.97
Ana,Cruz,2718.8
Ezequiel,Tamayo,3430.15
Luis,Cuevas,1283.4
Erika,Ramírez,6305.0
Maria,Ramos,1431.47
Pascale,Portillo,1206.3999999999999
Kaleb,Herrera,2074.0
Ximena,Díaz,1726.3999999999999
Elia,Ávila,2217.6
Adonis,Chavira,637.26
Armando,Llerenas,1797.15
Sayuri,Jiménez,1438.67
Juan,Omilion,479.04
Adoniram,Flores,438.6
Héctor,Richerand,5547.14
Jorge,Morales,543.09
Frida,Padilla,1720.4
Martín,Leal,7680.96
Cesar,Flores,2670.25
Daniel,González,4335.5
Sofia,Ramírez,542.81
Fernanda,Gómez,3874.86
Ricardo,Lupercio,449.12
Javier,Ochoa,402.99
Jennifer,Mata,3282.64
Alejandro,Castellanos,3742.0
Alexandro,Cuesta,261.0
Katia,Gonzalez,2875.8799999999997
Mayra,Córdoba,1133.66
Carlos,Resendiz,2510.6400000000003
Daniela,Olavarrieta,3611.4
Juan,Hinojosa,2713.92
Anna,González,3399.58
Jorge,Oyarzábal,3473.34
Alexa,Bravo,3919.1099999999997
Miguel,Renteria,9161.609999999999
Jorge,Becerril,701.96
Andrea,Irabien,3733.2
Diana,Vazquez,2981.0699999999997
Rogelio,Sánchez,7058.5599999999995
Francisco,Alonso,944.9999999999999
Raúl,Buenrostro,2646.02
Brenda,Ruiz,1162.72
Ana,Santana,2002.22
Ricardo,Díaz,2233.44
Enrique,Choi,333.74
Karime,González,5513.0
María,Lozano,361.12
Melissa,Batalla,2489.34
Takehiro,Quintero,4832.96
Roberto,Alvarez,3652.76
Karen,García,367.71000000000004
Min,Rubio,5041.9800000000005
Rodolfo,Fernández,260.37
Alejandro,Coz,1912.3
Jae,Ramírez,2593.6
Eunice,Michel,930.28
Guadalupe,Contreras,5644.32
Ricardo,Pérez,159.84
Paulina,Cárdenas,3843.36
Luz,López,1582.3500000000001
Carlos,Camposllera,6001.8
Cecilia,Granados,3962.4199999999996
Margarita,Pinedo,3291.6800000000003
Sebastián,Shin,926.0
Steven,González,3605.0
Gerardo,Vasquez,2495.5
Denise,Flores,7919.969999999999
Cynthia,Castañeda,1807.2
Jesús,Cueto,5091.110000000001
María,Ajarrista,1238.7599999999998
Samantha,Ojeda,585.5
Jorge,Gandarilla,37.81
Enrique,Guerrero,5241.599999999999
Alberto,Madrigal,3878.3799999999997
Laura,Salgado,657.14
Regina,Castillón,3762.3300000000004
Eisenia,Sánchez,2467.2
José,Mijares,335.11
Ana,Albarrán,6493.17
Ana,González,2426.27
Scarlett,Alvarez,3679.2000000000003
Andrei,Zaragoza,899.98
Disahba,Espinosa,466.41
Maximiliano,Paredes,1266.8700000000001
Andrea,González,2834.88
Daniel,López,1705.82
Apolonio,González,4693.45
Jesús,Sánchez,804.6400000000001
Edgar,Solís,7313.76
Juan,Ibarra,172.65
Juan,Ramón,3206.25
Andrea,Quiroz,3198.0299999999997
Andrea,Casaus,3238.29
Ruben,Pelayo,557.4
Daniel,Hernández,319.7
Manuel,Chavez,4551.3
Rodrigo,Renovato,1192.38
Avril,Sánchez,1324.2599999999998
Lorenza,Brizuela,1973.21
Nora,Ruiz,227.55
Jose,Ramírez,2142.28
Yolanda,Infante,1902.33
Francisco,Ortiz,3826.6
Javier,Balcázar,1882.3899999999999
Eduardo,Valenzuela,277.16
Héctor,Garcia,6781.400000000001
María,Govea,1458.0
David,Urióstegui,2594.17
Alexandra,Luca,1170.68
Mariana,Rentería,1711.0
Hugo,Ramos,1922.87
Elizabeth,Rodríguez,5525.1
Nelva,Hernández,3920.4
Jose,Sánchez,323.61
Silvia,Rodriguez,953.1600000000001
Karim,Ochoa,2984.1
Chrystal,Aguilar,4302.48
Constanza,Govea,3691.04
Maria,Garcia,1804.72
Manuel,Flores,4079.3999999999996
César,Hernandez,3238.62
Crescencio,Lanzarín,384.17999999999995
Maria,Mongerot,932.96
Isai,González,2882.04
Ariana,Reyes,839.52
Alec,Aguirre,1115.64
José,Gallegos,4155.5
Mariana,Rodríguez,279.2
Yesua,Chimán,5276.97
Ximena,Ramírez,1849.3799999999999
Santiago,Camarena,1481.3999999999999
Cynthia,Rojo,1007.36
Miriam,Castañeda,158.44
Liryam,Fierro,3669.6
Joel,Alonso,131.04
Ricardo,Carrera,4813.759999999999
Leticia,Gómez,682.65
Benjamín,Solorzano,613.53
Ana,Banderas,6992.460000000001
Andrea,Gutiérrez,2081.82
Daniela,Salcedo,2873.26
Pablo,Paz,2417.36
Ghanem,Rojo,4155.47
Karen,Gudiño,2493.64
Alejandra,García,830.4000000000001
Lucianne,Bribiesca,1283.94
Montserrat,Madrigal,6548.04
Sulma,Mendoza,5822.32
Gabriel,Robles,4967.2
Hugo,Oviedo,5857.280000000001
Erick,Acevedo,682.2900000000001
José,Carranza,1887.8
Enrique,Saldaña,1988.0
Allan,Rosas,3803.73
Sandra,González,1116.08
Omar,Conchas,2545.41
Alejandra,Montaño,2313.6000000000004
Alfredo,Alatriste,716.85
Carlos,Martinez,6328.0
Iván,Rentería,1236.0
Rafael,Toris,2641.3999999999996
Sophía,Cubero,494.79999999999995
Gabriela,González,3288.95
Liliana,Ospina,2184.54
Oscar,Martínez,1975.8000000000002
Abraham,López,655.96
Karen,Garza,451.2
Ana,Almeida,2660.28
Ana,Vázquez,2869.2000000000003
Nancy,Martínez,5324.8
Laura,Zambrano,3821.04
Oscar,Amezcua,148.72
Norma,Zamora,817.44
David,García,274.0
Raul,Plascencia,1008.27
Héctor,Juárez,2569.4
Hector,Robles,4814.16
Gemma,Hermosillo,1206.72
Priscila,Martínez,1810.9
Erika,Sánchez,2369.07
Maria,Agassini,485.09999999999997
Livier,Fernández,1861.6799999999998
Ricardo,Verduzco,2653.28
Alan,Mendoza,4248.0
Karen,Delgadillo,1003.5200000000001
José,Velasco,1986.6
Jocelyn,Vázquez,4212.6
Paulo,García,1480.16
Abraham,Ambriz,4984.37
Alberto,Franco,3753.42
Jesús,Ascencio,3926.07
Ricardo,Navarro,3026.0
Jorge,Vargas,720.9000000000001
Alexandra,Rocha,7409.4
Daniela,Gallardo,1428.84
Emiliano,Zapata,6124.25
Luis,Alvizo,1074.81
Kevin,Michel,4723.74
Héctor,Larios,3044.86
Paola,Plauchu,2052.69
Juan,Vázquez,730.35
Adriana,Amezcua,628.4200000000001
Alejandro,Cabral,3443.76
Enrique,Jimenez,1707.75
Maricela,Miranda,5189.08
Jorge,Blumgart,3971.0
Francisco,Torres,5158.25
Rodolfo,Sandoval,10.5
Alejandro,Romero,4760.34
Rosa,Lagunas,1929.96
Ricardo,Alvarez,3011.7599999999998
Dahee,Murguia,2451.0
Pablo,León,3636.8999999999996
Alan,Armas,2634.88
Sergio,Conde,5020.25
Karen,Pérez,1596.5900000000001
Kassandra,Palacios,147.2
Bernardo,Roel,1769.6
Juliana,Reza,1326.68
José,Contreras,2526.78
Mauricio,Novo,1792.96
Juan,Oviedo,555.74
Leslie,Gonzalez,4950.55
Alberto,Ibarra,5462.5
Cesar,Espiritu,2344.5
Carlos,Arellano,5596.88
José,Arrañaga,3439.2599999999998
Marcela,Vallejo,3354.7799999999997
Isidoro,Vallejo,4395.24
Mauro,Arteaga,6072.0
Ariana,Espinosa,4198.48
Mi,Arvizu,1965.81
César,Rodríguez,5868.0
Vibani,Torres,3827.72
Luis,Vergara,491.21999999999997
Diego,Gonzalez,4748.59
Alejandra,Aguirre,2700.96
Mónica,Rojas,4367.7
Alfredo,Mireles,722.0999999999999
Carmen,Esquivel,2598.06
Gabriela,Juarez,2139.78
Marcos,Nevárez,1870.0
Marcela,Rodarte,2576.7000000000003
Armando,Maldonado,3585.6
Miguel,Urbina,121.0
Mónica,Verduzco,1171.16
Alejandra,Zamudio,2525.2799999999997
Ilse,Estolano,5756.09
Alejandro,Gutiérrez,1255.8
Alby,Rubio,219.29999999999998
Andrea,Zaragoza,2373.7999999999997
Jose,Gómez,1545.28
Brenda,Jaime,1280.64
Andrea,García,2380.25
Tania,Mejía,3353.4999999999995
Anabel,Soto,1038.54
Joanna,Chidan,1119.6200000000001
Daniel,Rojas,1372.28
Anaissa,Estrada,589.4
Emma,Kermarc,2340.61
Angel,Cobian,2840.76
Laura,Mendoza,18.6
Elva,Martínez,541.5
Rodrigo,Rodríguez,1847.3000000000002
Oliver,Barbosa,2018.0
Juan,Peña,4539.4800000000005
María,Ruesga,1263.99
Mario,Mora,3140.61
Erick,Alvarez,2091.88
Julio,Peláez,2667.7
Ana,Sotelo,2782.62
Lorena,Saquelares,746.25
Emmanuel,Tirado,3576.16
Eloisa,Martínez,1420.38
Shiara,Campos,566.44
Héctor,Moreno,1692.08
Mary,Gonzalez,2515.52
Carlos,Espinosa,1486.5900000000001
Andrés,Chairez,3600.93
Allan,Medina,4684.4
Manuel,Macias,4051.04
Carlos,Barraza,3097.38
Alan,Solano,2121.75
Aldo,Zamora,193.5
Sofia,Gomez,2725.25
Pablo,Gómez,1457.25
Atzhiri,Torres,278.03999999999996
Grecia,Gómez,2172.9
Carlos,Reyes,8123.959999999999
Luz,Peña,1864.9099999999999
Karla,Urzúa,1687.58
Bruno,Guardado,4301.98
Aldrich,Osoria,1539.57
Brenda,Torres,2252.6
Rebeca,García,2411.29
Oscar,Ramírez,3282.87
Angel,Verduzco,350.74
Luis,Gonzalez,774.25
Alejandro,Acosta,5378.52
Francisco,Maldonado,136.79999999999998
Priscila,Ríos,475.20000000000005
María,Mendoza,2734.72
Jahaziel,Rodríguez,3753.45
Luis,Pantoja,2655.62
María,Pascual,5335.370000000001
José,Haro,3627.54
Mey,Rizo,2941.4700000000003
Juan,Naranjo,2092.87
Jorge,Miranda,1957.32
Carmen,Flores,2844.27
Florencia,Rodríguez,3105.7599999999998
Regina,Soler,2657.16
Jorge,Colmenares,3334.2
Jennifer,Beltran,1858.3200000000002
Karina,Martínez,4257.99
Mariana,Hernandez,5947.13
Sofía,García,2229.39
Leslie,Paredes,1402.06
José,Alvarado,3341.44
Pavel,Torres,901.65
Eduardo,Avilés,2137.8
Karem,Castillo,1473.08
Diego,Guerra,9113.58
Edith,Cerda,2513.13
Adrián,Flores,1998.04
Jaime,Casar,1761.0
Tania,Fajardo,2261.52
Adriana,Camacho,1097.46
Carlos,Castro,1016.14
Kareli,Vidaurre,756.36
Paola,Consuelo,4147.2
Juan,Puebla,3213.56
Edwin,Aceves,2049.0
Paloma,Viladomat,1979.13
Ramiro,Gil,6516.650000000001
José,González,1165.2
Iván,Bayardo,1838.4
Sofía,Mandujano,1989.0
María,Arizaga,747.81
Daniel,Kishi,2403.12
Armando,Quintero,4209.4800000000005
Edith,Cárdenas,945.0
María,García,1645.14
Lincy,Parra,6863.660000000001
Abril,Nava,5615.5
José,Gallardo,371.52
Carlos,Gutiérrez,1253.5
Federico,Gallardo,707.02
Estefanía,Macias,999.09
Joel,Gonzalez,5226.3
Javier,García,4872.42
Andrea,Solis,797.18
Dulce,Romero,3968.7999999999997
Ana,Copado,1179.52
Giancarlo,Azori,7813.2
Gema,Ulloa,1429.02
Alejandro,Silva,1068.1200000000001
Gilberto,Pérez,1926.24
Luisa,Briseño,1113.5
Andrés,Severiano,603.4699999999999
Tania,Ramirez,3526.8
Graciela,Huezo,1518.3
Marisol,Calderon,469.54
Quintin,Gonzalez,105.19999999999999
Andrea,Martínez,201.77999999999997
Paulina,Reyes,1828.9599999999998
Andrea,Cárdenas,2102.4900000000002
Tanya,Ruiz,1288.6499999999999
Pamela,Rincon,3552.66
Fabricio,Morales,1452.15
Victor,Rosas,1230.24
Martín,Oropeza,240.64000000000001
Yetro,Ávila,5825.4
Paola,Guizar,1426.8000000000002
Hernán,Cazares,1247.29
Gerardo,Páramo,2152.98
Marcia,Romero,1286.55
Fernando,Regalado,2479.88
Eduardo,González,3058.2000000000003
Irene,Laurean,2194.43
Mario,Coronado,5281.56
Rogelio,Amezcua,5973.12
Enrique,Gonzalez,8767.74
Yoali,Robledo,2460.88
Osvaldo,Higuera,2396.68
Guillermo,Cerda,4093.26
Adriana,Nuñez,947.04
Luis,Cortés,279.3
Adriana,Monraz,726.57
Diana,Morales,85.36
Jonatan,Ochoa,3547.72
Claudia,Vázquez,4410.12
Valeria,González,4474.700000000001
Gilda,Benitez,555.5
Luis,Rizo,39.160000000000004
Luis,Uribe,2036.48
Juan,Ascencio,5934.22
Esteban,Fernandez,1245.0
Esteban,Bolivar,155.1
Argelia,Ornelas,1115.6599999999999
Mayra,Guerrero,232.54000000000002
Lorena,Hinojosa,461.90000000000003
Nizath,Frias,3885.5699999999997
Ana,Basañez,448.35
Mario,Gómez,1519.56
Lolys,Hernández,938.57
Enrique,Brizuela,3969.0
Luis,Luff,3502.44
María,Gallo,9539.52
Rodrigo,Covarrubias,3712.0
José,Cuevas,6863.72
Aida,González,3437.1
Alicia,Orozco,888.1200000000001
Jorge,Arellano,1973.12
Kevin,Arevalo,2710.56
Yeraldín,Rivas,247.5
Andrea,Castillo,2660.2400000000002
Oscar,Torres,2180.36
Jorge,Rincón,6246.0599999999995
Mario,Machuca,3746.24
Eduardo,Campollo,5375.49
Montserrat,Ramírez,1377.2
Karla,García,2128.94
Julio,Tamayo,1463.28
Toribio,Soto,1332.5
Javier,Flores,353.43
Beatriz,Apodaca,1930.3999999999999
Paulina,García,4328.639999999999
Marco,Zavala,4804.8
Alberto,Ramírez,3457.89
Ileana,Amezquita,357.57
Carlos,Real,1900.95
Nathalia,García,5999.84
Edith,Beorlegui,3502.24
Thalia,Morales,3584.96
Roxana,Ceballos,291.39
Alejandro,Martín,4174.8
Antioco,Lepe,5299.56
Lyly-anne,Lee,2029.98
Luis,Corona,1167.48
Jose,Luna,2979.6
Alejandro,Avila,1758.96
Natalia,Pacheco,4358.799999999999
Juliana,Quiroz,685.44
Juan,Vilchis,708.76
Mariesther,Rubio,5733.03
Jiovanni,Hagelsieb,5039.24
Samuel,Pérez,3586.0499999999997
Javier,Luna,1196.2900000000002
Diego,Solís,730.35
Jorge,Santillán,4514.969999999999
Jesús,Favela,8561.37
Karina,Nuñez,6053.52
Andrés,Jacinto,1249.8200000000002
Carlos,Salas,2171.1200000000003
Gustavo,Cerda,2329.02
Diego,Orozco,4822.5
Abraham,Aceves,1726.08
Paul,Zuñiga,1135.08
Martha,Alvarado,10794.0
Christian,Varela,8736.0
Scarlett,León,242.10999999999999
Juan,López,4228.21
Aldo,Fridman,3630.8999999999996
Jorge,Guardado,2010.96
Rogelio,Cano,3885.5
María,González,108.46
Eric,Espinosa,8311.01
Dolores,Oaxaca,1607.52
Ana,Alzaga,2145.42
Luis,Jiménez,189.23999999999998
Angel,Joya,3289.75
Germán,Bucio,1649.28
Ivan,Guerrero,133.38
Armando,Sánchez,783.3699999999999
María,Petersen,1650.24
Paulina,Felix,1166.4
Alan,Ortiz,6879.900000000001
Pedro,Araiza,5910.52
César,Díaz,672.52
Marycarmen,Fregoso,7941.990000000001
Ingrid,Peña,3701.72
Beatriz,Nieto,6937.469999999999
Graciela,Wenzel,2609.46
César,Rodríguez,3199.0
Andrea,Torres,2168.44
Uziel,Torres,2871.68
Alonso,Perez,4144.799999999999
Cindy,Gutiérrez,2152.08
Alberto,Ruffo,905.3100000000001
Denisse,Rodríguez,4732.46
Amador,Salazar,1318.68
Carmen,Téllez,2388.32
Fernanda,Doddoli,2307.0
Hilda,Campos,1298.55
Mariana,Loya,2222.88
Fernando,Martinez,3072.6
Rodrigo,Izaguirre,3408.24
Jaime,Gonzalez,707.2
Hebe,Mexia,3514.8
Rafael,Guzmán,508.62000000000006
Mariana,Orozco,2.28
Carlos,Pozos,2475.88
Miguel,Langarica,3171.96
María,Acevedo,1877.76
Ruth,Rivera,4466.5
María,Vargas,171.43
Diego,Villaseñor,1345.92
Elías,Gómez,268.4
Melissa,Ceballos,8518.16
Deborah,Angulo,2078.3999999999996
María,Rodríguez,2892.5
Arantxa,Zarco,1711.36
Adrian,Mendez,1496.4399999999998
Jorge,Manzano,2060.0
Federico,García,2676.58
José,Aguirre,2745.75
Prakash,Quiroz,2920.5
Rafael,Garza,1690.8
Takumi,Casado,4218.72
Alejandro,Silva,799.59
Sandra,Reyes,2073.1200000000003
Adriana,Flores,2465.29
Abril,González,4300.51
Arturo,Reyes,4783.74
Ruben,Contreras,5055.3
José,Lagos,119.07
Ana,Villaseñor,746.79
Andrea,Valdez,510.68
Rosa,Lupercio,2469.18
José,Sandoval,1508.8700000000001
Arturo,Rubio,7011.8099999999995
Benjamin,Martínez,1947.21
André,Valdez,4976.4
Miguel,Cosio,1285.6
Rosalba,Ramírez,1714.51
Julieta,Rauda,3290.9100000000003
Mariana,Rosales,3308.8
Karla,Garcia,598.32
Alma,Ortiz,260.82
Fernando,Cervantes,1636.4999999999998
Katia,Beltrán,4170.200000000001
Iliana,Mendez,1088.7
Alina,Barba,2918.16
Sonia,Herrera,3277.32
Jonathan,Pelayo,5743.280000000001
Marco,Finkelstein,7390.05
Judith,Fel,236.98
Gino,González,6813.09
María,Morales,2297.16
María,Luna,4190.16
Mario,Alvarez,29.44
Erika,Casillas,943.1999999999999
Citlalli,Vega,398.88
Fernando,Garrafa,344.64
Bernardo,Cholico,4187.219999999999
Mariana,Ocaranza,6187.200000000001
Juan,Vásquez,660.96
Francisco,Ortíz,8008.5599999999995
Alberto,Santoscoy,1892.52
Alejandra,Sánchez,2521.6
Miguel,Ramos,733.7199999999999
Sergio,Mejía,3599.92
Tania,Alvarado,863.76
Braian,Flores,877.8000000000001
Rodrigo,Vivanco,9039.060000000001
María,Bañales,7857.620000000001
Lizbeth,Barba,634.8
Gustavo,Guízar,3442.2
Doria,Ceballos,8278.08
Andrea,Curiel,4469.41
Paul,Morett,600.25
Estibaliz,García,1092.2
Andrea,Carrillo,293.28
Mariana,Lafarga,1912.26
María,Ontiveros,1053.92
Margarita,Jimenez,5353.4400000000005
Stefania,Vallés,2976.26
Claudia,Valenzuela,2914.23
Elisa,Diaz,2642.2
Luisa,Briceño,8830.83
Ana,Pineda,1066.68
Marco,Rojas,5463.92
Pamela,Rivera,65.5
Adali,Orozco,1947.6000000000001
Gabriela,Esquivel,3694.9900000000002
Manuel,Ibarra,3665.4799999999996
Manuel,Avila,6045.73
Edson,García,4950.06
Jycet,Santarelli,851.4000000000001
Sally,Díaz,3996.96
Gabriel,Beltran,5384.12
Jose,Sentíes,2941.7000000000003
Tamara,Orellana,673.19
Marisol,Sanchez,1470.0
Elia,Hernández,3312.3900000000003
Paulina,Bautista,6765.0
Cindy,Mora,827.2
Nelva,Jasso,717.84
Rosa,Amezcua,3580.5299999999997
Alejandra,Morán,1014.3199999999999
Javier,Sustiel,4274.24
César,Ortega,634.98
María,Frutos,1433.01
Martha,Ortiz,1733.6800000000003
Santiago,Valencia,2796.0
Oscar,Romero,5798.88
Paloma,Ramos,1006.0
Ricardo,Ruíz,3859.25
Carlos,Jiménez,5359.68
Zenaida,Cuevas,3495.6
Marcia,Raygoza,868.7900000000001
Dina,Mendiola,191.36
Diego,Rodríguez,4858.6
Adán,Galindo,4267.2
Cynthia,Martinez,5324.4
Adriana,Ehman,1884.3300000000002
Ander,Virgen,2336.0
Elisa,Almaguer,1940.25
Ana,Guerrero,150.79999999999998
Mónica,Mendez,1039.8
Raúl,García,2377.8
Mirinay,Chávez,1819.22
Leslie,Rivera,3185.1200000000003
Daniela,Garza,2396.1000000000004
Marco,Castillo,760.38
Selma,Fong,6425.719999999999
Mauricio,Muñoz,2571.3
Maria,Guzmán,5096.5
Karen,Casillas,2830.8100000000004
Osvaldo,Escalera,5053.099999999999
Alejandra,Márquez,5447.820000000001
Martín,Santiago,271.83
Paul,Castro,4112.96
Alejandra,Rodriguez,812.76
Javier,Asis,966.6
Serlett,Vega,2220.6
Héctor,Olaiz,2143.68
José,Pérez,799.2
Carlos,Gómez,3129.87
Christian,Medina,8689.720000000001
Aldo,Pérez,1547.6
Michelle,Zárate,9196.2
Juan,Zapata,1636.04
Jimena,Meza,585.42
Gabriela,Zermeño,5168.17
Eduardo,Gonzalez,1155.2400000000002
Alan,Zepeda,2958.0
Carlos,Velázquez,4117.6
Paulina,Jiménez,1745.3700000000001
Pedro,Fernández,604.67
Juan,Barragan,4503.59
Karen,Arias,1046.52
Aldo,Castillo,4328.280000000001
Adrián,Díaz,1073.8799999999999
Maria,Santos,378.8
Montserrat,Garay,956.08
Gustavo,Robles,1661.8
Valeria,Preciado,3543.75
Alfonso,Fernandez,3958.1400000000003
Gloria,Calderón,1832.7
Francisco,Martínez,1167.5900000000001
Luis,Narro,1428.03
Ximena,Zilli,6417.32
Alejandra,Cárdenas,1281.84
Araceli,Mejía,1490.73
Carlos,Aguirre,4189.12
Charlene,Vázquez,3342.08
Rafael,Sánchez,4068.5
Erik,Ruelas,2167.65
Diego,Michel,1306.98
Martha,Osorio,1156.3999999999999
Angélica,García,2167.0
Virginia,Valenzuela,3394.54
Ilse,Gómez,3704.3599999999997
Aldo,Gracia,2246.37
Alexandra,Armas,3297.6
Pablo,Bullen,1040.3999999999999
Mauricio,Cervantes,152.76
Jesus,Jayaweera,407.0
Patricia,Arce,1497.4
José,Arámbula,2826.33
Adriana,Payán,860.04
Rocio,García,1112.1
Isai,Verduzco,2162.47
Roxana,Santana,3342.72
Génesis,Ortíz,1103.54
Daniel,Parra,3545.2999999999997
Arlene,Zapién,6154.38
Esther,Casián,3752.4
Liliana,Govea,1401.82
Andrea,Preciado,1835.04
Ramón,Peña,2297.7000000000003
Héctor,González,4290.63
Isaac,Gutiérrez,4680.5
Elía,García,3108.62
Christian,España,2238.39
José,Villalobos,3680.9199999999996
Karla,Bejarano,114.48
José,Curiel,3008.94
Carmen,Pérez,2409.8999999999996
María,Garcia,1561.17
Carolina,Martin,301.08
Raúl,Mendoza,430.34999999999997
Sandra,Pérez,1898.92
Víctor,Cantú,1712.8799999999999
Estefania,Chesterton,92.16
Jose,Aguilar,2122.68
Luis,Vigil,2162.7000000000003
Mario,Luquin,7230.74
Araceli,Meier,1030.32
Manuel,Romero,4832.84
Christian,Quiñones,4789.77
Gabriela,Fernandez,4653.0
María,Valencia,2685.12
Ana,Noriega,830.44
Ana,Franco,2380.5
Miguel,Gonzalez,6750.959999999999
Itzel,Ramírez,5231.6
Fernando,Chavero,6299.15
Gabriela,Rodriguez,2577.79
Juan,Guerra,3718.2599999999998
Rodrigo,López,3865.8900000000003
Delfino,Gómez,1448.82
Sandra,Mendoza,139.72
Fernando,Juárez,192.0
Lauro,Cárdenas,4703.11
José,Cerda,2054.08
Andrea,Rivera,2822.17
José,Menchaca,5201.84
Griselda,Sainz,6529.639999999999
Michelle,Sánchez,2691.0
Michelle,Banda,6992.09
Mayra,Romero,304.8
Gerardo,Maciel,2748.0
Laura,Mendoza,2366.0
Abi,Miramontes,4157.8099999999995
Javier,Alcázar,640.86
Marco,Cervantes,1394.96
Carlos,Almada,6406.110000000001
Leonardo,Vaca,92.63000000000001
Zaida,Pulido,462.89
Edgar,Rodríguez,29.12
David,Galvez,2794.44
Diego,Galas,1274.4
María,Sanchez,1773.72
Maribel,Alonzo,2375.5
Karen,Valera,4061.2
Michelle,Domon,795.8000000000001
Karina,Domon,1206.1499999999999
César,Gómez,4528.68
Martha,Morales,1436.65
Bertha,Murillo,1042.24
Sergio,García,5184.0
Ana,Casillas,2022.46
Jorge,Granados,147.9
Miguel,Escandón,2863.08
Eduardo,Purata,5911.09
Claudia,Muñoz,4254.389999999999
Roberto,Cruz,942.92
José,Castro,2391.63
Oscar,Vargas,7294.53
Juan,Navarro,3987.5
Patricia,Tamayo,487.14
Luis,Cortés,107.25
Aldo,Muñoz,5861.799999999999
Fernando,Ramírez,1854.02
Jorge,Cervantes,5506.5199999999995
Ana,Magaña,1391.0
María,Nuñez,5185.950000000001
Adrián,Santamaria,622.8399999999999
Albert,Robledo,2738.24
María,Medina,1844.16
Misael,Cortés,3751.44
Hilario,Cervera,2625.3
Hugo,Magos,1780.62
Tania,Argote,1191.1899999999998
Santiago,Arias,2620.28
Karla,Avalos,500.31
Fredele,Langarica,2782.7999999999997
Fernando,Rivas,6064.52
Jesus,Alcocer,793.5600000000001
Idalia,López,608.26
Armando,Centeno,202.44
Georgios,Parra,7790.719999999999
Jessica,Gudiño,2432.5299999999997
Elizabeth,Ibarra,2389.18
Gustavo,Pinto,2161.08
Mathy,Borbolla,2781.0
Osvaldo,Cassani,2775.36
José,Silva,1153.08
Carlos,Ibarra,7063.099999999999
Christian,Franco,1629.0
Carlos,Sanchez,2181.6
Francisco,Sanchez,5267.68
Daniela,Martínez,2495.5
Kitzell,Garcia,4959.9
Estefanía,Topete,2646.21
Josue,Díaz,1655.94
Ricardo,Medellin,1574.6999999999998
Karla,Diaz,161.45999999999998
Felipe,López,2697.7999999999997
Alejandro,Angeles,326.18
Colter,Lomelí,85.25999999999999
Martha,Pimentel,1574.3999999999999
Andrés,Peña,3775.2999999999997
Maria,Garciarce,6052.219999999999
Edsel,Rellstab,1393.3400000000001
Velia,Piedra,3572.7200000000003
Julio,Tena,2536.8
José,Ocampo,2931.0
Paola,Ayala,4623.0
Sofía,Alvarez,2880.35
Daniel,Uribe,6269.4
Erick,Cepeda,1005.06
Adriana,Maytorena,3815.48
Jorge,Caro,7153.2
José,Dionisio,6817.25
Evelyn,González,3096.25
Minerva,Varela,3715.4
Luna,Ballón,1170.18
Virgilio,Moncada,861.0
Julio,Carbajal,1427.0
Antonio,Villanueva,658.41
Santiago,Rodríguez,136.76
Cinthya,Angulo,1240.0
Ana,Martínez,1767.99
María,Martínez,4465.02
Karen,Becerra,1753.0600000000002
Julia,Carrillo,6662.04
Alfredo,Galeana,1062.8
Karla,Sahagún,2032.52
Karla,Rodríguez,440.15999999999997
Eileen,Badial,3385.8
Juan,Patiño,3107.25
Felipe,Iturriaga,1624.5
Valeria,Velázquez,632.75
Pedro,González,623.7
Antonio,Cepeda,1553.96
Patricia,Colmenares,2849.2000000000003
Ana,Vogel,2380.56
Rafael,Meza,2700.88
Daniela,Posos,1116.0
Gabriel,Magaña,13.02
Mariana,Archundia,3788.0000000000005
Carlos,Robles,3021.7200000000003
Gustavo,Cordova,1237.28
Oscar,Rodríguez,7378.41
Karla,Villanueva,1708.48
Paola,Conde,3392.3300000000004
Fermin,Becerra,99.28
Fernando,Tostado,5239.2
