Nombre Paterno Hrs Pago
Alan Mendoza 40 106.20
Karen Delgadillo 56 17.92
José Velasco 35 56.76
Jocelyn Vázquez 59 71.40
Paulo García 29 51.04
Abraham Ambriz 41 121.57
Alberto Franco 47 79.86
Jesús Ascencio 37 106.11
Ricardo Navarro 40 75.65
Jorge Vargas 30 24.03
Alexandra Rocha 60 123.49
Daniela Gallardo 18 79.38
Emiliano Zapata 55 111.35
Luis Alvizo 33 32.57
Kevin Michel 46 102.69
Héctor Larios 49 62.14
Paola Plauchu 53 38.73
Juan Vázquez 27 27.05
Adriana Amezcua 26 24.17
Alejandro Cabral 24 143.49
Enrique Jimenez 23 74.25
Maricela Miranda 52 99.79
Jorge Blumgart 25 158.84
Francisco Torres 47 109.75
Rodolfo Sandoval 50 0.21
Alejandro Romero 51 93.34
Rosa Lagunas 36 53.61
Ricardo Alvarez 18 167.32
Dahee Murguia 60 40.85
Pablo León 27 134.70
Alan Armas 23 114.56
Sergio Conde 43 116.75
Karen Pérez 43 37.13
Kassandra Palacios 32 4.60
Bernardo Roel 32 55.30
Juliana Reza 34 39.02
José Contreras 46 54.93
Mauricio Novo 32 56.03
Juan Oviedo 37 15.02
Leslie Gonzalez 55 90.01
Alberto Ibarra 38 143.75
Cesar Espiritu 30 78.15
Carlos Arellano 43 130.16
José Arrañaga 27 127.38
Marcela Vallejo 33 101.66
Isidoro Vallejo 58 75.78
Mauro Arteaga 50 121.44
Ariana Espinosa 52 80.74
Mi Arvizu 21 93.61
César Rodríguez 60 97.80
Vibani Torres 52 73.61
Luis Vergara 18 27.29
Diego Gonzalez 49 96.91
Alejandra Aguirre 48 56.27
Mónica Rojas 45 97.06
Alfredo Mireles 58 12.45
Carmen Esquivel 57 45.58
Gabriela Juarez 38 56.31
Marcos Nevárez 34 55.00
Marcela Rodarte 21 122.70
Armando Maldonado 40 89.64
Miguel Urbina 22 5.50
Mónica Verduzco 19 61.64
Alejandra Zamudio 24 105.22
Ilse Estolano 47 122.47
Alejandro Gutiérrez 52 24.15
Alby Rubio 15 14.62
Andrea Zaragoza 26 91.30
Jose Gómez 44 35.12
Brenda Jaime 46 27.84
Andrea García 25 95.21
Tania Mejía 50 67.07
Anabel Soto 19 54.66
Joanna Chidan 37 30.26
Daniel Rojas 52 26.39
Anaissa Estrada 28 21.05
Emma Kermarc 19 123.19
Angel Cobian 52 54.63
Laura Mendoza 20 0.93
Elva Martínez 25 21.66
Rodrigo Rodríguez 29 63.70
Oliver Barbosa 20 100.90
Juan Peña 33 137.56
María Ruesga 21 60.19
Mario Mora 33 95.17
Erick Alvarez 31 67.48
Julio Peláez 37 72.10
Ana Sotelo 18 154.59
Lorena Saquelares 25 29.85
Emmanuel Tirado 28 127.72
Eloisa Martínez 26 54.63
Shiara Campos 28 20.23
Héctor Moreno 52 32.54
Mary Gonzalez 32 78.61
Carlos Espinosa 21 70.79
Andrés Chairez 29 124.17
Allan Medina 49 95.60
Manuel Macias 28 144.68
Carlos Barraza 57 54.34
Alan Solano 15 141.45
Aldo Zamora 45 4.30
Sofia Gomez 25 109.01
Pablo Gómez 15 97.15
Atzhiri Torres 28 9.93
Grecia Gómez 15 144.86
Carlos Reyes 52 156.23
Luz Peña 43 43.37
Karla Urzúa 38 44.41
Bruno Guardado 38 113.21
Aldrich Osoria 37 41.61
Brenda Torres 28 80.45
Rebeca García 37 65.17
Oscar Ramírez 41 80.07
Angel Verduzco 38 9.23
Luis Gonzalez 25 30.97
Alejandro Acosta 42 128.06
Francisco Maldonado 18 7.60
Priscila Ríos 27 17.60
María Mendoza 32 85.46
Jahaziel Rodríguez 57 65.85
Luis Pantoja 22 120.71
María Pascual 59 90.43
José Haro 42 86.37
Mey Rizo 49 60.03
Juan Naranjo 17 123.11
Jorge Miranda 18 108.74
Carmen Flores 51 55.77
Florencia Rodríguez 47 66.08
Regina Soler 44 60.39
Jorge Colmenares 60 55.57
Jennifer Beltran 24 77.43
Karina Martínez 51 83.49
Mariana Hernandez 53 112.21
Sofía García 27 82.57
Leslie Paredes 22 63.73
José Alvarado 32 104.42
Pavel Torres 15 60.11
Eduardo Avilés 30 71.26
Karem Castillo 28 52.61
Diego Guerra 54 168.77
Edith Cerda 57 44.09
Adrián Flores 22 90.82
Jaime Casar 20 88.05
Tania Fajardo 36 62.82
Adriana Camacho 39 28.14
Carlos Castro 46 22.09
Kareli Vidaurre 22 34.38
Paola Consuelo 27 153.60
Juan Puebla 28 114.77
Edwin Aceves 25 81.96
Paloma Viladomat 37 53.49
Ramiro Gil 43 151.55
José González 30 38.84
Iván Bayardo 40 45.96
Sofía Mandujano 30 66.30
María Arizaga 21 35.61
Daniel Kishi 57 42.16
Armando Quintero 36 116.93
Edith Cárdenas 36 26.25
María García 21 78.34
Lincy Parra 46 149.21
Abril Nava 55 102.10
José Gallardo 36 10.32
Carlos Gutiérrez 23 54.50
Federico Gallardo 29 24.38
Estefanía Macias 17 58.77
Joel Gonzalez 30 174.21
Javier García 54 90.23
Andrea Solis 23 34.66
Dulce Romero 41 96.80
Ana Copado 32 36.86
Giancarlo Azori 60 130.22
Gema Ulloa 51 28.02
Alejandro Silva 27 39.56
Gilberto Pérez 16 120.39
Luisa Briseño 50 22.27
Andrés Severiano 37 16.31
Tania Ramirez 60 58.78
Graciela Huezo 21 72.30
Marisol Calderon 34 13.81
Quintin Gonzalez 40 2.63
Andrea Martínez 38 5.31
Paulina Reyes 23 79.52
Andrea Cárdenas 27 77.87
Tanya Ruiz 15 85.91
Pamela Rincon 51 69.66
Fabricio Morales 45 32.27
Victor Rosas 22 55.92
Martín Oropeza 47 5.12
Yetro Ávila 42 138.70
Paola Guizar 24 59.45
Hernán Cazares 17 73.37
Gerardo Páramo 27 79.74
Marcia Romero 27 47.65
Fernando Regalado 52 47.69
Eduardo González 18 169.90
Irene Laurean 47 46.69
Mario Coronado 51 103.56
Rogelio Amezcua 34 175.68
Enrique Gonzalez 57 153.82
Yoali Robledo 19 129.52
Osvaldo Higuera 44 54.47
Guillermo Cerda 34 120.39
Adriana Nuñez 16 59.19
Luis Cortés 42 6.65
Adriana Monraz 23 31.59
Diana Morales 44 1.94
Jonatan Ochoa 44 80.63
Claudia Vázquez 44 100.23
Valeria González 58 77.15
Gilda Benitez 22 25.25
Luis Rizo 22 1.78
Luis Uribe 37 55.04
Juan Ascencio 47 126.26
Esteban Fernandez 60 20.75
Esteban Bolivar 33 4.70
Argelia Ornelas 26 42.91
Mayra Guerrero 22 10.57
Lorena Hinojosa 31 14.90
Nizath Frias 41 94.77
Ana Basañez 21 21.35
Mario Gómez 27 56.28
Lolys Hernández 17 55.21
Enrique Brizuela 45 88.20
Luis Luff 36 97.29
María Gallo 57 167.36
Rodrigo Covarrubias 58 64.00
José Cuevas 58 118.34
Aida González 45 76.38
Alicia Orozco 36 24.67
Jorge Arellano 32 61.66
Kevin Arevalo 48 56.47
Yeraldín Rivas 18 13.75
Andrea Castillo 44 60.46
Oscar Torres 28 77.87
Jorge Rincón 57 109.58
Mario Machuca 46 81.44
Eduardo Campollo 59 91.11
Montserrat Ramírez 20 68.86
Karla García 22 96.77
Julio Tamayo 26 56.28
Toribio Soto 50 26.65
Javier Flores 17 20.79
Beatriz Apodaca 38 50.80
Paulina García 54 80.16
Marco Zavala 55 87.36
Alberto Ramírez 27 128.07
Ileana Amezquita 29 12.33
Carlos Real 15 126.73
Nathalia García 44 136.36
Edith Beorlegui 56 62.54
Thalia Morales 34 105.44
Roxana Ceballos 33 8.83
Alejandro Martín 60 69.58
Antioco Lepe 54 98.14
Lyly-anne Lee 23 88.26
Luis Corona 47 24.84
Jose Luna 60 49.66
Alejandro Avila 28 62.82
Natalia Pacheco 34 128.20
Juliana Quiroz 32 21.42
Juan Vilchis 52 13.63
Mariesther Rubio 59 97.17
Jiovanni Hagelsieb 53 95.08
Samuel Pérez 45 79.69
Javier Luna 31 38.59
Diego Solís 45 16.23
Jorge Santillán 57 79.21
Jesús Favela 51 167.87
Karina Nuñez 44 137.58
Andrés Jacinto 23 54.34
Carlos Salas 56 38.77
Gustavo Cerda 57 40.86
Diego Orozco 50 96.45
Abraham Aceves 24 71.92
Paul Zuñiga 36 31.53
Martha Alvarado 60 179.90
Christian Varela 52 168.00
Scarlett León 31 7.81
Juan López 49 86.29
Aldo Fridman 35 103.74
Jorge Guardado 18 111.72
Rogelio Cano 38 102.25
María González 17 6.38
Eric Espinosa 47 176.83
Dolores Oaxaca 34 47.28
Ana Alzaga 18 119.19
Luis Jiménez 57 3.32
Angel Joya 25 131.59
Germán Bucio 48 34.36
Ivan Guerrero 39 3.42
Armando Sánchez 19 41.23
María Petersen 54 30.56
Paulina Felix 30 38.88
Alan Ortiz 51 134.90
Pedro Araiza 44 134.33
César Díaz 43 15.64
Marycarmen Fregoso 59 134.61
Ingrid Peña 44 84.13
Beatriz Nieto 57 121.71
Graciela Wenzel 21 124.26
César Rodríguez 35 91.40
Andrea Torres 46 47.14
Uziel Torres 32 89.74
Alonso Perez 48 86.35
Cindy Gutiérrez 36 59.78
Alberto Ruffo 27 33.53
Denisse Rodríguez 34 139.19
Amador Salazar 27 48.84
Carmen Téllez 44 54.28
Fernanda Doddoli 60 38.45
Hilda Campos 33 39.35
Mariana Loya 44 50.52
Fernando Martinez 54 56.90
Rodrigo Izaguirre 44 77.46
Jaime Gonzalez 32 22.10
Hebe Mexia 40 87.87
Rafael Guzmán 49 10.38
Mariana Orozco 38 0.06
Carlos Pozos 44 56.27
Miguel Langarica 54 58.74
María Acevedo 16 117.36
Ruth Rivera 50 89.33
María Vargas 31 5.53
Diego Villaseñor 16 84.12
Elías Gómez 20 13.42
Melissa Ceballos 49 173.84
Deborah Angulo 24 86.60
María Rodríguez 50 57.85
Arantxa Zarco 16 106.96
Adrian Mendez 22 68.02
Jorge Manzano 40 51.50
Federico García 37 72.34
José Aguirre 25 109.83
Prakash Quiroz 33 88.50
Rafael Garza 60 28.18
Takumi Casado 47 89.76
Alejandro Silva 33 24.23
Sandra Reyes 28 74.04
Adriana Flores 29 85.01
Abril González 59 72.89
Arturo Reyes 39 122.66
Ruben Contreras 41 123.30
José Lagos 21 5.67
Ana Villaseñor 31 24.09
Andrea Valdez 17 30.04
Rosa Lupercio 21 117.58
José Sandoval 43 35.09
Arturo Rubio 39 179.79
Benjamin Martínez 47 41.43
André Valdez 40 124.41
Miguel Cosio 16 80.35
Rosalba Ramírez 49 34.99
Julieta Rauda 21 156.71
Mariana Rosales 44 75.20
Karla Garcia 27 22.16
Alma Ortiz 18 14.49
Fernando Cervantes 50 32.73
Katia Beltrán 58 71.90
Iliana Mendez 19 57.30
Alina Barba 36 81.06
Sonia Herrera 31 105.72
Jonathan Pelayo 41 140.08
Marco Finkelstein 57 129.65
Judith Fel 17 13.94
Gino González 51 133.59
María Morales 54 42.54
María Luna 51 82.16
Mario Alvarez 32 0.92
Erika Casillas 40 23.58
Citlalli Vega 16 24.93
Fernando Garrafa 48 7.18
Bernardo Cholico 57 73.46
Mariana Ocaranza 60 103.12
Juan Vásquez 27 24.48
Francisco Ortíz 56 143.01
Alberto Santoscoy 21 90.12
Alejandra Sánchez 32 78.80
Miguel Ramos 34 21.58
Sergio Mejía 34 105.88
Tania Alvarado 59 14.64
Braian Flores 60 14.63
Rodrigo Vivanco 57 158.58
María Bañales 59 133.18
Lizbeth Barba 30 21.16
Gustavo Guízar 60 57.37
Doria Ceballos 48 172.46
Andrea Curiel 41 109.01
Paul Morett 35 17.15
Estibaliz García 20 54.61
Andrea Carrillo 26 11.28
Mariana Lafarga 42 45.53
María Ontiveros 16 65.87
Margarita Jimenez 57 93.92
Stefania Vallés 49 60.74
Claudia Valenzuela 33 88.31
Elisa Diaz 22 120.10
Luisa Briceño 47 187.89
Ana Pineda 18 59.26
Marco Rojas 56 97.57
Pamela Rivera 25 2.62
Adali Orozco 60 32.46
Gabriela Esquivel 43 85.93
Manuel Ibarra 38 96.46
Manuel Avila 59 102.47
Edson García 46 107.61
Jycet Santarelli 44 19.35
Sally Díaz 44 90.84
Gabriel Beltran 49 109.88
Jose Sentíes 46 63.95
Tamara Orellana 59 11.41
Marisol Sanchez 50 29.40
Elia Hernández 41 80.79
Paulina Bautista 60 112.75
Cindy Mora 22 37.60
Nelva Jasso 18 39.88
Rosa Amezcua 41 87.33
Alejandra Morán 31 32.72
Javier Sustiel 38 112.48
César Ortega 38 16.71
María Frutos 37 38.73
Martha Ortiz 52 33.34
Santiago Valencia 20 139.80
Oscar Romero 36 161.08
Paloma Ramos 20 50.30
Ricardo Ruíz 25 154.37
Carlos Jiménez 48 111.66
Zenaida Cuevas 36 97.10
Marcia Raygoza 41 21.19
Dina Mendiola 32 5.98
Diego Rodríguez 34 142.90
Adán Galindo 32 133.35
Cynthia Martinez 54 98.60
Adriana Ehman 21 89.73
Ander Virgen 16 146.00
Elisa Almaguer 25 77.61
Ana Guerrero 26 5.80
Mónica Mendez 20 51.99
Raúl García 45 52.84
Mirinay Chávez 26 69.97
Leslie Rivera 34 93.68
Daniela Garza 30 79.87
Marco Castillo 29 26.22
Selma Fong 53 121.24
Mauricio Muñoz 45 57.14
Maria Guzmán 50 101.93
Karen Casillas 19 148.99
Osvaldo Escalera 46 109.85
Alejandra Márquez 49 111.18
Martín Santiago 51 5.33
Paul Castro 32 128.53
Alejandra Rodriguez 26 31.26
Javier Asis 18 53.70
Serlett Vega 60 37.01
Héctor Olaiz 29 73.92
José Pérez 27 29.60
Carlos Gómez 51 61.37
Christian Medina 52 167.11
Aldo Pérez 40 38.69
Michelle Zárate 54 170.30
Juan Zapata 28 58.43
Jimena Meza 33 17.74
Gabriela Zermeño 43 120.19
Eduardo Gonzalez 18 64.18
Alan Zepeda 29 102.00
Carlos Velázquez 40 102.94
Paulina Jiménez 41 42.57
Pedro Fernández 23 26.29
Juan Barragan 49 91.91
Karen Arias 51 20.52
Aldo Castillo 44 98.37
Adrián Díaz 57 18.84
Maria Santos 20 18.94
Montserrat Garay 37 25.84
Gustavo Robles 28 59.35
Valeria Preciado 35 101.25
Alfonso Fernandez 41 96.54
Gloria Calderón 41 44.70
Francisco Martínez 53 22.03
Luis Narro 43 33.21
Ximena Zilli 52 123.41
Alejandra Cárdenas 42 30.52
Araceli Mejía 37 40.29
Carlos Aguirre 53 79.04
Charlene Vázquez 56 59.68
Rafael Sánchez 50 81.37
Erik Ruelas 45 48.17
Diego Michel 18 72.61
Martha Osorio 35 33.04
Angélica García 44 49.25
Virginia Valenzuela 38 89.33
Ilse Gómez 44 84.19
Aldo Gracia 57 39.41
Alexandra Armas 40 82.44
Pablo Bullen 18 57.80
Mauricio Cervantes 19 8.04
Jesus Jayaweera 44 9.25
Patricia Arce 20 74.87
José Arámbula 39 72.47
Adriana Payán 18 47.78
Rocio García 22 50.55
Isai Verduzco 43 50.29
Roxana Santana 32 104.46
Génesis Ortíz 23 47.98
Daniel Parra 55 64.46
Arlene Zapién 58 106.11
Esther Casián 40 93.81
Liliana Govea 19 73.78
Andrea Preciado 24 76.46
Ramón Peña 30 76.59
Héctor González 47 91.29
Isaac Gutiérrez 46 101.75
Elía García 41 75.82
Christian España 21 106.59
José Villalobos 46 80.02
Karla Bejarano 36 3.18
José Curiel 33 91.18
Carmen Pérez 58 41.55
María Garcia 39 40.03
Carolina Martin 26 11.58
Raúl Mendoza 57 7.55
Sandra Pérez 29 65.48
Víctor Cantú 52 32.94
Estefania Chesterton 32 2.88
Jose Aguilar 21 101.08
Luis Vigil 18 120.15
Mario Luquin 46 157.19
Araceli Meier 18 57.24
Manuel Romero 38 127.18
Christian Quiñones 43 111.39
Gabriela Fernandez 50 93.06
María Valencia 48 55.94
Ana Noriega 52 15.97
Ana Franco 45 52.90
Miguel Gonzalez 46 146.76
Itzel Ramírez 55 95.12
Fernando Chavero 55 114.53
Gabriela Rodriguez 37 69.67
Juan Guerra 26 143.01
Rodrigo López 41 94.29
Delfino Gómez 27 53.66
Sandra Mendoza 28 4.99
Fernando Juárez 15 12.80
Lauro Cárdenas 41 114.71
José Cerda 56 36.68
Andrea Rivera 17 166.01
José Menchaca 56 92.89
Griselda Sainz 52 125.57
Michelle Sánchez 45 59.80
Michelle Banda 59 118.51
Mayra Romero 20 15.24
Gerardo Maciel 20 137.40
Laura Mendoza 52 45.50
Abi Miramontes 41 101.41
Javier Alcázar 22 29.13
Marco Cervantes 28 49.82
Carlos Almada 53 120.87
Leonardo Vaca 59 1.57
Zaida Pulido 41 11.29
Edgar Rodríguez 32 0.91
David Galvez 58 48.18
Diego Galas 20 63.72
María Sanchez 26 68.22
Maribel Alonzo 50 47.51
Karen Valera 40 101.53
Michelle Domon 46 17.30
Karina Domon 51 23.65
César Gómez 52 87.09
Martha Morales 59 24.35
Bertha Murillo 32 32.57
Sergio García 48 108.00
Ana Casillas 22 91.93
Jorge Granados 51 2.90
Miguel Escandón 44 65.07
Eduardo Purata 53 111.53
Claudia Muñoz 27 157.57
Roberto Cruz 22 42.86
José Castro 29 82.47
Oscar Vargas 51 143.03
Juan Navarro 50 79.75
Patricia Tamayo 46 10.59
Luis Cortés 39 2.75
Aldo Muñoz 53 110.60
Fernando Ramírez 41 45.22
Jorge Cervantes 58 94.94
Ana Magaña 50 27.82
María Nuñez 55 94.29
Adrián Santamaria 23 27.08
Albert Robledo 43 63.68
María Medina 16 115.26
Misael Cortés 44 85.26
Hilario Cervera 30 87.51
Hugo Magos 59 30.18
Tania Argote 49 24.31
Santiago Arias 52 50.39
Karla Avalos 51 9.81
Fredele Langarica 36 77.30
Fernando Rivas 44 137.83
Jesus Alcocer 51 15.56
Idalia López 17 35.78
Armando Centeno 21 9.64
Georgios Parra 47 165.76
Jessica Gudiño 41 59.33
Elizabeth Ibarra 34 70.27
Gustavo Pinto 36 60.03
Mathy Borbolla 25 111.24
Osvaldo Cassani 42 66.08
José Silva 36 32.03
Carlos Ibarra 55 128.42
Christian Franco 30 54.30
Carlos Sanchez 40 54.54
Francisco Sanchez 44 119.72
Daniela Martínez 31 80.50
Kitzell Garcia 45 110.22
Estefanía Topete 21 126.01
Josue Díaz 26 63.69
Ricardo Medellin 29 54.30
Karla Diaz 46 3.51
Felipe López 47 57.40
Alejandro Angeles 47 6.94
Colter Lomelí 21 4.06
Martha Pimentel 48 32.80
Andrés Peña 38 99.35
Maria Garciarce 46 131.57
Edsel Rellstab 26 53.59
Velia Piedra 37 96.56
Julio Tena 15 169.12
José Ocampo 50 58.62
Paola Ayala 60 77.05
Sofía Alvarez 55 52.37
Daniel Uribe 54 116.10
Erick Cepeda 42 23.93
Adriana Maytorena 34 112.22
Jorge Caro 60 119.22
José Dionisio 55 123.95
Evelyn González 25 123.85
Minerva Varela 26 142.90
Luna Ballón 27 43.34
Virgilio Moncada 20 43.05
Julio Carbajal 20 71.35
Antonio Villanueva 51 12.91
Santiago Rodríguez 26 5.26
Cinthya Angulo 16 77.50
Ana Martínez 21 84.19
María Martínez 42 106.31
Karen Becerra 37 47.38
Julia Carrillo 49 135.96
Alfredo Galeana 40 26.57
Karla Sahagún 34 59.78
Karla Rodríguez 48 9.17
Eileen Badial 44 76.95
Juan Patiño 25 124.29
Felipe Iturriaga 38 42.75
Valeria Velázquez 25 25.31
Pedro González 27 23.10
Antonio Cepeda 53 29.32
Patricia Colmenares 40 71.23
Ana Vogel 39 61.04
Rafael Meza 53 50.96
Daniela Posos 15 74.40
Gabriel Magaña 31 0.42
Mariana Archundia 50 75.76
Carlos Robles 39 77.48
Gustavo Cordova 22 56.24
Oscar Rodríguez 39 189.19
Karla Villanueva 38 44.96
Paola Conde 31 109.43
Fermin Becerra 17 5.84
Fernando Tostado 40 130.98
Eliezer Ramírez 47 56.41
Johana Tapia 56 71.77
Isaí Vega 36 9.11
Natalia Ayala 32 38.85
Ahtziri Larsen 41 80.61
Pamela Nuño 38 124.15
Jaime Peña 15 20.34
Ana Acosta 41 3.01
Ana Loza 35 52.92
Mariana Maciel 15 40.93
Lorena Gómez 20 23.28
Maria Rodríguez 18 45.60
Mauro Ruíz 43 22.03
Elvira Moreno 41 4.89
Adriana García 17 133.66
Antonio Castañeda 37 44.17
Natalia López 46 38.25
Thanusha Rodríguez 51 42.56
Alejandro Villa 50 93.00
Bibiana Cortés 19 15.08
Héctor González 29 14.08
Luis Castillo 35 18.29
Gabriela Ponce 48 20.92
Marcela Alejandre 25 29.85
Jonathan Quintero 48 79.33
Diego Parra 42 33.37
Julio Saldívar 42 34.19
Daniela Morales 18 10.61
Nicole Tirado 17 15.60
Susana López 24 44.52
Alejandra Arteaga 15 6.02
Andrea Pelayo 34 50.22
Oscar Martínez 29 83.13
Estefanía Chávez 45 57.45
Itzel Ramírez 40 84.45
Ilse Campos 38 42.66
Elsie Rodríguez 30 56.20
Carlos Díaz 27 44.15
Luis Tirado 29 126.53
Omar Amezcua 24 172.67
Andrea Ruelas 19 100.59
Ruben Davalos 48 7.73
Mariana Cerda 41 27.07
Carlos Martínez 39 20.27
Carlos Alvarado 18 18.53
Sophie Orozco 54 112.48
Juan Candanedo 19 107.31
Roberto Navarro 48 152.02
Jesus Garcia 17 69.35
Bruno Azurdia 48 55.19
Eduardo Gonzalez 32 80.63
María Espinosa 48 136.80
Alejandro Cervantes 16 19.56
Paulina Ortíz 24 60.53
Pablo Moncayo 58 1.27
María Aviña 38 114.26
David Sosa 19 175.17
Javier Fernández 55 0.09
Cesar Reyes 15 120.25
Elia Huerta 28 117.46
Jorge Garciarce 40 90.27
Alexis Ortega 29 161.46
Andrea Arias 58 60.17
Andrea Montero 49 99.08
Ivan Aguilar 42 7.17
Edith Arredondo 15 99.45
Celso Garnica 41 78.11
Francisco Guzmán 54 65.15
Cynthia Palomino 30 2.99
Jose Pérez 25 99.51
José Gómez 38 62.94
Juan Magaña 47 80.34
Alejandra Basualdo 42 8.90
Yvonne Segura 18 74.42
Ana Ayala 60 92.74
Estefanía Sánchez 31 71.76
Ruben Gentry 45 152.02
Diego Godinez 49 99.49
Ernesto Foronda 55 54.85
Orlando Osuna 34 44.58
Gina Moncada 60 34.14
Esteban Osuna 49 16.43
Miguel Ruiz 32 13.02
Marcelo Cabanillas 48 59.98
Mirna Yeo 52 117.61
Lari Gutiérrez 35 48.19
Jose Ortega 59 48.02
Solagne Bautista 52 84.05
Cedric García 54 94.78
Maria Galaviz 54 52.44
Raquel Acuña 21 143.63
Natalia Hernández 21 34.17
Ana García 37 36.34
Ricardo Hernández 39 164.06
Maria Navarro 34 26.55
Mariana Gangoiti 50 42.32
Fernando Ochoa 55 79.58
Carlos Verduzco 25 106.29
María Sotelo 29 60.55
Roberto López 19 52.95
José Ramírez 20 148.19
Ricardo Abundis 38 28.53
Jesus Delgadillo 58 85.24
Marcela Valenzuela 18 145.58
Pablo Salcedo 47 179.97
Edna Gaxiola 57 69.77
Héctor Morales 20 37.29
Manuel Gocher 22 138.66
María Sánchez 38 24.44
Karen Corrales 49 71.91
Ignacio Arellano 19 34.75
Ana González 25 101.56
Elvia Sánchez 47 148.93
Bryann Velasco 27 51.15
Alejandro Espinoza 38 136.58
Jacqueline Guerra 44 140.41
Paola Aguilar 56 58.93
Ever Martínez 27 21.56
Nancy Verdugo 27 83.62
Edgar Ibarra 38 21.95
José Chang 35 32.18
Bernardo Ramírez 49 134.86
Elizabeth Neri 17 21.93
Luis Peñuñuri 15 75.28
Jessel Flores 60 24.65
Kevin Solórzano 26 5.95
Mariana Ibarra 59 119.22
Claudia Mercado 21 55.18
José Olivares 37 121.34
Abril Torres 48 102.35
Francisco Chávez 30 63.30
María Aceves 51 37.55
Nancy González 34 14.53
Lizeth Zermeño 31 50.03
Noemi Velarde 37 56.94
Claudia Ortiz 59 149.99
Armando Park 26 112.81
Genesis Suarez 43 142.79
Ana Villaseñor 34 2.41
Anali Escoto 51 133.39
Gerado Campos 51 37.68
Arturo Orozco 54 19.45
León Guzmán 55 94.14
Pedro Villegas 36 54.24
Lino Villegas 26 80.59
Camila Aguirre 29 102.36
Gabriel García 21 79.92
Pamela Dubois 34 75.00
Maryan Camarena 27 51.76
Gladys Ortigoza 42 84.59
Andrés Ruiz 35 115.14
Guadalupe Corral 59 81.50
Diana Covarrubias 46 90.81
Axel Aguirre 16 192.60
Ernesto Lindsay 37 66.38
Idalia Armenta 25 95.00
Rogelio Gaertner 53 96.05
Aremmy Wosch 40 119.64
Luis Sletten 16 50.01
Karem Renovato 31 78.89
Alvaro Cánovas 57 162.39
Ana Hübner 15 31.50
Jacobo Jimenez 15 17.18
Andrea García 21 101.33
Iván Ramírez 60 74.23
Andres Ceseña 23 142.34
Gerardo Mayoral 21 59.24
Oscar Campos 58 32.81
Jonathan Magaña 51 82.12
Bruno Magaña 35 36.27
Alejandro González 43 19.13
Rubén Suárez 31 3.06
José Chalé 47 44.56
Andrea Castaño 43 33.28
Sebastián Ramos 53 82.07
Emanuel Parra 37 77.44
Gabriela Sánchez 50 93.03
Raúl Ron 59 173.53
Miriam Pelayo 50 5.24
Enrique Orozco 55 77.99
Minerva Luna 26 0.45
Fabiola Peralta 50 84.11
Omar Martínez 22 37.36
Arnoldo Contreras 21 150.72
José Kaneko 53 14.93
Paola Madrigal 36 5.44
María López 52 3.14
Diego González 31 70.09
Alma Cota 45 38.59
Francisco Reyes 58 61.97
Manuel Malfavón 17 41.16
Angélica Ocampo 34 159.49
Luis Ortíz 57 17.55
Diego Solis 23 81.82
Luis Ponce 39 87.71
Gabriela Hamilton 44 117.55
Alan Schcolnik 18 41.32
Mayela Ochoa 33 4.90
Ofelia Zamora 39 63.63
Marcela González 26 33.20
Mónica Cabrera 46 116.64
Valeria Campa 25 15.12
Adrián Aguayo 57 62.45
David Juarez 49 33.55
Juan Suazo 25 141.80
Luis González 17 108.38
Roxana Alvarado 39 131.63
Jenifer Covarrubias 47 104.27
Diego Suárez 22 104.84
Sandra Arreola 40 48.52
Alejandro Cerda 15 121.10
Daniela Hernández 50 100.20
Andrea Ruiz 37 70.03
María Izquierdo 46 71.32
Yabín Sánchez 28 47.48
Andrés Berumen 29 15.42
María Almaraz 36 122.74
Juan Ramírez 60 43.55
Samuel Moreno 44 31.41
Luisa Cruz 43 80.67
Emilio Cruz 35 55.39
Miguel Rivera 42 55.18
Krisna Ramírez 17 60.08
Jesús Sánchez 28 113.60
Rubén Zepeda 33 71.93
Giselle Novoa 48 13.09
Paulina Peña 23 87.72
Gabriela León 26 11.55
César Gómez 53 16.89
Michelle Martínez 51 77.11
Alan Lázaro 53 9.40
Fernando González 37 145.72
María Ortiz 32 42.20
Estefania Solis 56 97.80
Stephanie Rivera 42 86.03
Diego Castellanos 58 111.23
Juan Segura 54 114.73
Emmanuel Gelves 58 112.41
Andrea Gutiérrez 51 149.97
Eduardo Frias 47 17.52
Juan Peña 37 74.09
Guillermo Rodriguez 41 5.05
Marisol Cárdenas 21 78.42
Gabriela Robles 44 42.52
Guadalupe Romero 44 13.63
Alberto Waldner 37 133.25
Mario Hofmann 45 119.04
Daniel Meyers 20 109.74
Eduardo Ramirez 51 24.50
Daniel Pérez 51 61.50
Andrés Benayoun 45 23.82
José Mcginley 22 63.12
Oscar Liu 25 116.06
Andrés Loera 58 21.36
Ana Talman 53 128.80
Allan Kupferschmid 17 63.41
Gerardo Ehm 37 66.71
Karla Grevenbrock 20 61.13
Monica Schreiber 30 28.60
Oswaldo Rubertsson 16 60.88
Gabi Gonzalez 33 73.85
Jorge Taheri 59 82.78
Jesús Jaensch 23 37.65
Juan Kallinger 51 38.66
Andrea Bastiaansen 56 100.57
Ana Nordrup 25 119.54
Erick Faber 57 80.24
Maria Tomala 51 43.22
Giovanna Vanevery 21 52.67
Yanic Fletes 48 26.94
Gabriela Freedman 32 56.56
Fabio Martínez 28 23.98
Luis Hernandez 48 16.10
